uniqueID,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
631,J,"Graziano, WG; Smith, SM; Tassinary, LG; Sun, CR; Pilkington, C",,,,"Graziano, WG; Smith, SM; Tassinary, LG; Sun, CR; Pilkington, C",,,Does imitation enhance memory for faces? Four converging studies,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,,,English,Article,,,,,,,FACIAL EFFERENCE; EMOTION; EXTRAVERSION,"Four multimethod studies probed the hypothesis, derived from the Zajonc-Markus motor theory of emotion, that facial recognition is enhanced by imitation of the faces. In all studies, participants were (a) randomly assigned to imitate or to concentrate on a set of faces presented on slides; (b) covertly videotaped, or measured for facial electromyographic responses, to assess facial motor responsiveness; (c) asked to recognize faces previously seen from a larger set; and (d) asked to complete individual difference measures relevant to imitation or memory. The major dependent variable was the percentage of faces accurately recognized. Across variations in procedure, persons who initially imitated faces later recognized fewer faces than did persons in various control conditions. No evidence was found for individual difference moderators of this general conclusion. Results call into question the adequacy of the Zajonc-Markus motoric theory explanation of memory for faces.","UNIV GEORGIA,DEPT PSYCHOL,ATHENS,GA 30602; TEXAS A&M UNIV,ENVIRONM PSYCHOPHYSIOL LAB,COLLEGE STN,TX 77843","Graziano, WG (reprint author), TEXAS A&M UNIV,DEPT PSYCHOL,COLLEGE STN,TX 77843, USA.",,,,,,,28,9,9,1,3,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242",0022-3514,,,J PERS SOC PSYCHOL,J. Pers. Soc. Psychol.,NOV,1996,71,5,,,,,874,887,,10.1037/0022-3514.71.5.874,,,,14,"Psychology, Social",Psychology,VT470,WOS:A1996VT47000003,8939038,,,,4/26/19
632,J,"Sampson, EE",,,,"Sampson, EE",,,Establishing embodiment in psychology,THEORY & PSYCHOLOGY,,,English,Article,,,,,,embodied discourse; habitus; objectivism; ocularcentrism; social constructionism,FACIAL RESPONSE; EMOTIONAL EXPERIENCE; EXPRESSIONS,"The dominant discourse within the western tradition and within the psychology it has spawned can be described as exclusionary: history, culture and community are generally not considered as central to understanding what are presumed to be universal psychological processes. Although the challenger and possible successor to the dominant tradition's discourses, social constructionism, is inclusive of history, culture and community, it shares with the dominant tradition an exclusion of embodiment. Other than the object-body (i.e. the body that a third person observer can know), which remains of interest both to the dominant tradition and to social constructionism's examination of how discourse constructs this object-body, neither the dominant nor the successor discourse deals with the inherently embodied character of all social practices, including discursive practices themselves. All exclusions, including the exclusion of embodiment, have serious political ramifications. Establishing an embodied discourse in psychological inquiry, including the inquiry governed by constructionism, will advance both our understanding and, more significantly, those disciplinary applications designed to contribute to human betterment.","CALIF STATE UNIV NORTHRIDGE,NORTHRIDGE,CA 91330",,,,,,,,77,20,21,0,5,SAGE SCIENCE PRESS,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320",0959-3543,,,THEOR PSYCHOL,Theory Psychol.,NOV,1996,6,4,,,,,601,624,,10.1177/0959354396064004,,,,24,"Psychology, Multidisciplinary",Psychology,VQ881,WOS:A1996VQ88100004,,,,,4/26/19
633,J,"Forster, J; Strack, F",,,,"Forster, J; Strack, F",,,Influence of overt head movements on memory for valenced words: A case of conceptual-motor compatibility,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,,,English,Article,,,,,,,FACIAL EFFERENCE; EMOTION; DETERMINANTS; EXPERIENCE; ATTITUDES,"The present article reports 3 studies that demonstrate the influence of overt behavior on recognition and elucidates the theoretical basis for such an influence. In 2 experiments it was found that participants who were induced to nod while incidentally encoding positive and negative adjectives were more likely to recognize positive adjectives, whereas participants who were induced to shake their heads were more likely to recognize negative words. In a third experiment, with a double-task procedure, it was shown that when encoding was accompanied by head movements that were compatible with words, participants were better at performing the secondary task than when words and head movements were incompatible. These findings suggest that performing incompatible motoric and conceptual tasks concurrently requires more cognitive capacity. Where this capacity is allocated and when it is withdrawn depends on the characteristics of the task. Implications of this mechanism for different phenomena in social psychology (e.g., facial feedback and masking of emotional displays) are discussed.","UNIV TRIER, INST PSYCHOL, TRIER, GERMANY",,,"Strack, Fritz/B-9366-2009",,,,,38,112,113,3,14,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA",0022-3514,1939-1315,,J PERS SOC PSYCHOL,J. Pers. Soc. Psychol.,SEP,1996,71,3,,,,,421,430,,10.1037/0022-3514.71.3.421,,,,10,"Psychology, Social",Psychology,VG905,WOS:A1996VG90500001,8831156,,,,4/26/19
634,J,"Levenson, RW",,,,"Levenson, RW",,,Biological substrates of empathy and facial modulation of Emotion: Two facets of the scientific legacy of John Lanzetta,MOTIVATION AND EMOTION,,,English,Article,,,,,,,NERVOUS-SYSTEM ACTIVITY; FEEDBACK HYPOTHESIS; EXPRESSIVE BEHAVIOR; AUTONOMIC RESPONSES; MARITAL INTERACTION; PERSONAL DISTRESS; SELF-REPORT; PHYSIOLOGY; EXPERIENCE; IMITATION,The impact of John Lanzetta's emotion research on our understanding of the interplay between psychological and physiological processes in emotion is examined. Lanzetta's work in two areas is reviewed along with related work by others. The first area concerns the biological substrates of empathy. Here Lanzetta studied emotional contagion and in particular the conditions under which viewing another person's emotions can cause expressive and physiological changes in the observer The second area concerns the facial modulation of emotion. Here Lanzetta studied the capacity of voluntary facial expression to alter the physiological and subjective aspects of emotion. The article closes with a personal reflection on Lanzetta as a scientist and as a person.,,"Levenson, RW (reprint author), UNIV CALIF BERKELEY,DEPT PSYCHOL,3210 TOLMAN HALL,BERKELEY,CA 94720, USA.",,,,,,,60,32,32,0,8,PLENUM PUBL CORP,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013",0146-7239,,,MOTIV EMOTION,Motiv. Emot.,SEP,1996,20,3,,,,,185,204,,10.1007/BF02251886,,,,20,"Psychology, Experimental; Psychology, Social",Psychology,WA843,WOS:A1996WA84300002,,,,,4/26/19
635,J,"KILBOURNE, ED",,,,"KILBOURNE, ED",,,HUMOR IN SCIENCE,PROCEEDINGS OF THE AMERICAN PHILOSOPHICAL SOCIETY,,,English,Article,,,,,,,,,,"KILBOURNE, ED (reprint author), NEW YORK MED COLL,VALHALLA,NY 10595, USA.",,,,,,,16,3,3,0,1,AMER PHILOSOPHICAL SOC,PHILADELPHIA,"104 SOUTH FIFTH ST, PHILADELPHIA, PA 19106-3387",0003-049X,,,P AM PHILOS SOC,Proc. Amer. Philos. Soc.,SEP,1996,140,3,,,,,338,349,,,,,,12,"Humanities, Multidisciplinary",Arts & Humanities - Other Topics,VG958,WOS:A1996VG95800003,11613444,,,,4/26/19
636,J,"McIntosh, DN",,,,"McIntosh, DN",,,"Facial feedback hypotheses: Evidence, implications, and directions",MOTIVATION AND EMOTION,,,English,Article,,,,,,,NERVOUS-SYSTEM ACTIVITY; EMOTIONAL EXPERIENCE; ELECTROMYOGRAPHIC ACTIVITY; PHYSIOLOGICAL-RESPONSES; METHODOLOGICAL PROBLEMS; INDIVIDUAL-DIFFERENCES; AFFECTIVE IMAGERY; SELF-ATTRIBUTION; EXPRESSIONS; PERCEPTION,"This review evaluates four facial feedback hypotheses, each proposing a certain relation between the face and emotions. It addresses criticisms of the data considers implications for emotional and social processes, and advises directions for future research. The current data support the following: Facial actions are sensitive to social context, yet correspond to the affective dimension of emotions; marches with specific emotions are unlikely. They modulate ongoing emotions, and initiate them. These two claims have received substantially improved support, in part due to studies controlling for effects of experimental demand and task difficulty. Facial action may influence the occurrence of specific emotions, not simply their valence and intensity. Facial action is not necessary for emotions. There are multiple and nonmutually exclusive plausible mechanisms for facial effects on emotions. Future work must focus on determining the relative contributions of these mechanisms, and the parameters of their effects on emotions.",,"McIntosh, DN (reprint author), UNIV DENVER,DEPT PSYCHOL,DENVER,CO 80208, USA.",,,,,,,92,118,120,3,44,PLENUM PUBL CORP,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013",0146-7239,,,MOTIV EMOTION,Motiv. Emot.,JUN,1996,20,2,,,,,121,147,,10.1007/BF02253868,,,,27,"Psychology, Experimental; Psychology, Social",Psychology,VV416,WOS:A1996VV41600003,,,,,4/26/19
637,J,"Priester, JR; Cacioppo, JT; Petty, RE",,,,"Priester, JR; Cacioppo, JT; Petty, RE",,,The influence of motor processes on attitudes toward novel versus familiar semantic stimuli,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,,,English,Article,,,,,,,PERIPHERAL ROUTES; RUDIMENTARY DETERMINANTS; LATERAL SPECIALIZATION; MESSAGE REPETITION; ISSUE INVOLVEMENT; DECISION-MAKING; COGNITIVE MODE; PERSUASION; RECALL; RESISTANCE,"Recent research has suggested that the motor processes elicited by upper arm isometric flexion and extension can subtly influence attitudes. Specifically, ideographs evaluatively categorized while performing isometric upper arm flexion were subsequently preferred to ideographs evaluatively categorized while performing isometric upper arm extension. The present research sought to replicate this attitudinal effect with semantic stimuli and to examine a theoretical boundary condition posited by the elaboration likelihood model (ELM). Subjects categorized either neutral words or pronounceable nonwords while adopting the isometric positions. Results indicated that motor processes influenced subsequent attitudes toward stimuli with few associations (i.e., nonwords) more than toward stimuli with many associations in memory (i.e., familiar words). These results are consistent with a growing literature on the possible influence of nondeclarative (e.g., procedural) knowledge on attitudes.","OHIO STATE UNIV, COLUMBUS, OH 43210 USA","Priester, JR (reprint author), FORDHAM UNIV, GRAD SCH BUSINESS, 113 W 60TH ST, NEW YORK, NY 10032 USA.",,"Petty, Richard/A-5977-2008","Petty, Richard/0000-0002-2870-8575",,,,40,68,68,0,21,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",0146-1672,1552-7433,,PERS SOC PSYCHOL B,Pers. Soc. Psychol. Bull.,MAY,1996,22,5,,,,,442,447,,10.1177/0146167296225002,,,,6,"Psychology, Social",Psychology,UK026,WOS:A1996UK02600002,,,,,4/26/19
638,J,"Strack, F; Neumann, R",,,,"Strack, F; Neumann, R",,,"''The spirit is willing, but the flesh is weak'': Beyond mind-body interactions in human decision-making",ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,,,English,Editorial Material,,,,,,,FEEDBACK,,"UNIV TRIER,W-5500 TRIER,GERMANY",,,"Strack, Fritz/B-9366-2009",,,,,26,20,20,0,3,ACADEMIC PRESS INC JNL-COMP SUBSCRIPTIONS,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495",0749-5978,,,ORGAN BEHAV HUM DEC,Organ. Behav. Hum. Decis. Process.,MAR,1996,65,3,,,,,300,304,,10.1006/obhd.1996.0031,,,,5,"Psychology, Applied; Management; Psychology, Social",Psychology; Business & Economics,UL316,WOS:A1996UL31600016,,,,,4/26/19
639,J,"Schiff, BB; Rump, SA",,,,"Schiff, BB; Rump, SA",,,Asymmetrical hemispheric activation and emotion: The effects of unilateral forced nostril breathing,BRAIN AND COGNITION,,,English,Article,,,,,,,GAZE MANIPULATION; HUMAN-PERFORMANCE; FACIAL EFFERENCE; EXPERIENCE; JUDGMENTS; RHYTHMS,"Relative nostril efficiency is associated with greater activation of the hemisphere contralateral to the more efficient (dominant) nostril and with improved performance on cognitive tasks which reflect the functions of that hemisphere (see Shannahoff-Khalsa, 1993, for review). In this experiment we demonstrate a similar relationship between nasal efficiency and the emotional functions of the cerebral hemispheres. Following left nostril forced breathing through the dominant nostril, subjects report a more negative emotional state, score higher on the Spielberger State Anxiety Inventory, and tell stories about an ambiguous picture that are more negative in emotional tone. These results are similar to those found with unilateral muscle contractions and therefore support the hypothesis that unilateral contractions are effective because of contralateral hemispheric activation. (C) 1995 Academic Press, Inc.",,"Schiff, BB (reprint author), UNIV TORONTO,DEPT PSYCHOL,TORONTO,ON M5S 1A1,CANADA.",,,,,,,39,16,16,2,5,ACADEMIC PRESS INC JNL-COMP SUBSCRIPTIONS,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495",0278-2626,,,BRAIN COGNITION,Brain Cogn.,DEC,1995,29,3,,,,,217,231,,10.1006/brcg.1995.1279,,,,15,"Neurosciences; Psychology, Experimental",Neurosciences & Neurology; Psychology,TL734,WOS:A1995TL73400001,8838383,,,,4/26/19
640,J,"OLSON, JM; ROESE, NJ",,,,"OLSON, JM; ROESE, NJ",,,THE PERCEIVED FUNNINESS OF HUMOROUS STIMULI,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,,,English,Article,,,,,,,SELF-PERCEPTION; FACIAL RESPONSE; EMOTION; MISATTRIBUTION; ATTRIBUTION; JUDGMENTS,"The authors tested the logic that perceivers infer the emotion-eliciting qualities of stimuli from (a) their emotional reactions and (b) information about environmental factors. A total of 150 men and women listened to a humorous monologue. Some subjects were instructed before listening to the monologue to inhibit their mirth; other subjects were told after listening to the monologue that the laboratory setting inhibits mirth; and control subjects were given no special instructions. Subjects who were instructed to inhibit their mirth smiled and laughed less often than control subjects, but their ratings of the monologue's funniness were similar to those of control subjects. Subjects who were told that the laboratory setting inhibited mirth smiled and laughed the same as control subjects, but they rated the monologue as funnier than did control subjects (an augmentation effect).","NORTHWESTERN UNIV,EVANSTON,IL 60208","OLSON, JM (reprint author), UNIV WESTERN ONTARIO,DEPT PSYCHOL,LONDON,ON N6A 5C2,CANADA.",,,,,,,23,16,16,0,5,SAGE PUBL INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320",0146-1672,,,PERS SOC PSYCHOL B,Pers. Soc. Psychol. Bull.,SEP,1995,21,9,,,,,908,913,,10.1177/0146167295219005,,,,6,"Psychology, Social",Psychology,RQ296,WOS:A1995RQ29600005,,,,,4/26/19
641,J,"HATFIELD, E; HSEE, CK; COSTELLO, J; WEISMAN, MS; DENNEY, C",,,,"HATFIELD, E; HSEE, CK; COSTELLO, J; WEISMAN, MS; DENNEY, C",,,THE IMPACT OF VOCAL FEEDBACK ON EMOTIONAL EXPERIENCE AND EXPRESSION,JOURNAL OF SOCIAL BEHAVIOR AND PERSONALITY,,,English,Article,,,,,,,FACIAL FEEDBACK; BASIC EMOTIONS; HYPOTHESIS; EFFERENCE; RESPONSES; CONTAGION; MEMORY,"Darwin argued that emotional experience should be affected, in part by feedback from the skeletal musculature. Since Darwin's time, researchers have documented that emotional experience is shaped by both facial and postural feedback. Two experiments were conducted to determine whether emotional experience and facial expression are influenced by vocal feedback as well. In Experiment I, subjects were asked to read a joyous, loving, sad, or angry script. The impact on emotional experience and expression was assessed in two ways: (a) Subjects completed a self-report measure of emotion, and (b) judges rated subjects' faces as they read the scripts. In Experiment 2, subjects were required to try to reproduce a ''random'' sound pattern vocally. These tones were designed to mimic the voice quality, rhythm, intonation, and pausing associated with joy, love, sadness, anger, or fear, or, in the control condition, with an emotionally neutral state. The impact on subjects' subjective emotional experience was assessed by a self-report questionnaire. As predicted in both experiments, emotional experience and/or facial expression were affected by verbal and/or vocal feedback (Experiment 1) and by vocal feedback alone (Experiment 2). Possible explanations for these results are discussed.","UNIV CHICAGO, GRAD SCH BUSINESS, CHICAGO, IL 60637 USA","HATFIELD, E (reprint author), UNIV HAWAII, DEPT PSYCHOL, 2430 CAMPUS RD, HONOLULU, HI 96822 USA.",,,,,,,67,35,36,1,13,SELECT PRESS,CORTE MADERA,"PO BOX 37, CORTE MADERA, CA 94976 USA",0886-1641,,,J SOC BEHAV PERS,J. Soc. Behav. Pers.,JUN,1995,10,2,,,,,293,312,,,,,,20,"Psychology, Social",Psychology,RB265,WOS:A1995RB26500002,,,,,4/26/19
642,J,"HANSEN, CH; SHANTZ, CA",,,,"HANSEN, CH; SHANTZ, CA",,,EMOTION-SPECIFIC PRIMING - CONGRUENCE EFFECTS ON AFFECT AND RECOGNITION ACROSS NEGATIVE EMOTIONS,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,,,English,Article,,,,,,,NERVOUS-SYSTEM ACTIVITY; SOCIAL INFORMATION; PERSON-PERCEPTION; MOOD; MEMORY; JUDGMENTS; ACCESSIBILITY; ATTENTION; RECALL; REPRESSION,"The emotion-specific priming effects of negatively valenced emotions (anger, sadness, and fear) were demonstrated in a divided attention task. After an emotional prime, subjects were simultaneously exposed to target displays portraying two different negative emotions. Target emotions congruent with the primed emotion were judged as more intense. Emotive priming did not increase recognition for affectively congruent target displays that were actually presented, but priming effects appeared on recognition for displays not actually seen. Emotively congruent displays that had not been presented were falsely recognized, whereas emotively incongruent displays that had not been seen were correctly reported as not recognized. The results indicated that emotional congruence effects seemed to emerge from the increased probability that congruent behaviors were schematically processed whereas controlled attentional processing resources were reserved for emotively incongruent behaviors.","WAYNE STATE UNIV,DETROIT,MI 48202","HANSEN, CH (reprint author), OAKLAND UNIV,DEPT PSYCHOL,ROCHESTER,MI 48309, USA.",,,,,,,52,15,15,0,14,SAGE PUBL INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320",0146-1672,,,PERS SOC PSYCHOL B,Pers. Soc. Psychol. Bull.,JUN,1995,21,6,,,,,548,557,,10.1177/0146167295216001,,,,10,"Psychology, Social",Psychology,QX431,WOS:A1995QX43100001,,,,,4/26/19
643,J,"FORGAS, JP",,,,"FORGAS, JP",,,MOOD AND JUDGMENT - THE AFFECT INFUSION MODEL (AIM),PSYCHOLOGICAL BULLETIN,,,English,Review,,,,,,,IMPRESSION-FORMATION; AFFECTIVE STATES; SOCIAL JUDGMENTS; INTERPERSONAL ATTRACTION; INFORMATION ACQUISITION; CULTURAL SALIENCE; FACIAL EXPRESSION; PERCEPTION; MEMORY; COGNITION,"Evidence for the role of affective states in social judgments is reviewed, and a new integrative theory, the affect infusion model (AIM), is proposed as a comprehensive explanation of these effects. The AIM, based on a multiprocess approach to social judgments, identifies 4 alternative judgmental strategies: (a) direct access, (b) motivated, (c) heuristic, and (d) substantive processing. The model predicts that the degree of affect infusion into judgments varies along a processing continuum, such that judgments requiring heuristic or substantive processing are more likely to be infused by affect than are direct access or motivated judgments. The role of target, judge, and situational variables in recruiting high- or low-infusion judgmental strategies is considered, and empirical support for the model is reviewed. The relationship between the AIM and other affect-cognition theories is discussed, and implications for future research are outlined.",,"FORGAS, JP (reprint author), UNIV NEW S WALES,SCH PSYCHOL,POB 1,KENSINGTON,NSW 2033,AUSTRALIA.",,,,,,,215,1505,1532,20,216,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242",0033-2909,,,PSYCHOL BULL,Psychol. Bull.,JAN,1995,117,1,,,,,39,66,,10.1037//0033-2909.117.1.39,,,,28,"Psychology; Psychology, Multidisciplinary",Psychology,QC135,WOS:A1995QC13500003,7870863,,,,4/26/19
644,J,"SCHIFF, BB; LAMON, M",,,,"SCHIFF, BB; LAMON, M",,,"INDUCING EMOTION BY UNILATERAL, CONTRACTION OF HAND MUSCLES",CORTEX,,,English,Article,,,,,,,EXPRESSION,"Following 4 unilateral contractions of hand muscles, subjects told stories about pictures from the T.A.T. A propositional analysis of the stories showed that the emotional tone of stories told following left hand contractions were more negative than those told after right hand contractions. These results are comparable to those reported following unilateral facial contractions and art consistent with the arousal of the emotional properties of the hemisphere contralateral to the contractions. When the stories were compared to ones told in a control, no contraction condition, it was found that the differences between the left and right contractions were attributable to the effects of either one or the other depending on the control condition responses to the pictures. The results therefore provide evidence for both left and right hemisphere involvement in emotion.",,"SCHIFF, BB (reprint author), UNIV TORONTO,DEPT PSYCHOL,TORONTO M5S 1A1,ON,CANADA.",,,,,,,19,55,57,1,9,MASSON DIVISIONE PERIODICI,MILAN,"VIA FRATELLI BRESSAN 2, 20126 MILAN, ITALY",0010-9452,,,CORTEX,Cortex,JUN,1994,30,2,,,,,247,254,,10.1016/S0010-9452(13)80196-7,,,,8,Behavioral Sciences; Neurosciences,Behavioral Sciences; Neurosciences & Neurology,NV313,WOS:A1994NV31300005,7924348,,,,4/26/19
645,J,"BODENHAUSEN, GV; KRAMER, GP; SUSSER, K",,,,"BODENHAUSEN, GV; KRAMER, GP; SUSSER, K",,,HAPPINESS AND STEREOTYPIC THINKING IN SOCIAL JUDGMENT,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,,,English,Article,,,,,,,POSITIVE AFFECT; IMPRESSION-FORMATION; MORTALITY SALIENCE; TERROR MANAGEMENT; AFFECTIVE STATES; DECISION-MAKING; INFORMATION; MOOD; PERSUASION; EMOTION,"Four experiments examined the effects of happiness on the tendency to use stereotypes in social judgment. In each experiment, individuals who had been induced to feel happy rendered more stereotypic judgments than did those in a neutral mood. Experiment 1 demonstrated this phenomenon with a mood induction procedure that involved recalling life experiences. Experiments 2 and 3 suggested that the greater reliance on stereotypes evident in the judgments of happy individuals was not attributable to cognitive capacity deficits created by intrusive happy thoughts or by cognitively disruptive excitement or energetic arousal that may accompany the experience of happiness. In Experiment 4, happy individuals again were found to render more stereotypic judgments, except under conditions in which they had been told that they would be held accountable for their judgments. These results suggest that although happy people's tendency to engage in stereotypic thinking may be pervasive, they are quite capable of avoiding the influence of stereotypes in their judgments when situational factors provide a motivational impetus for such effort.","INDIANA UNIV, DEPT SOCIAL & BEHAV SCI, BLOOMINGTON, IN 47401 USA; VANDERBILT UNIV, DEPT PSYCHOL, NASHVILLE, TN 37240 USA","BODENHAUSEN, GV (reprint author), MICHIGAN STATE UNIV, DEPT PSYCHOL, E LANSING, MI 48824 USA.",,,,,,,84,333,340,2,35,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA",0022-3514,1939-1315,,J PERS SOC PSYCHOL,J. Pers. Soc. Psychol.,APR,1994,66,4,,,,,621,632,,10.1037//0022-3514.66.4.621,,,,12,"Psychology, Social",Psychology,NE238,WOS:A1994NE23800001,,,,,4/26/19
646,J,"FLEMING, JH",,,,"FLEMING, JH",,,"MULTIPLE-AUDIENCE PROBLEMS, TACTICAL COMMUNICATION, AND SOCIAL-INTERACTION - A RELATIONAL-REGULATION PERSPECTIVE","ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY, VOL 26",ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,,English,Review,,,,,,,FACIAL FEEDBACK HYPOTHESIS; ATTITUDE ATTRIBUTION; IMPRESSION-FORMATION; NONVERBAL BEHAVIOR; STRATEGIC COMMUNICATION; SEXIST DISCRIMINATION; EMOTIONAL EXPERIENCE; EXPRESSIVE BEHAVIOR; DISTANCING BEHAVIOR; SELF-PRESENTATION,,,"FLEMING, JH (reprint author), UNIV MINNESOTA,DEPT PSYCHOL,MINNEAPOLIS,MN 55455, USA.",,,,,,,312,20,20,1,10,ACADEMIC PRESS INC,SAN DIEGO,"525 B STREET, SUITE 1900, SAN DIEGO, CA 92101-4495",0065-2601,,,ADV EXP SOC PSYCHOL,,,1994,26,,,,,,215,292,,10.1016/S0065-2601(08)60155-0,,,,78,"Psychology, Experimental; Psychology, Social",Psychology,BZ75R,WOS:A1994BZ75R00005,,,,,4/26/19
647,J,"LEVINE, SR; WYER, RS; SCHWARZ, N",,,,"LEVINE, SR; WYER, RS; SCHWARZ, N",,,ARE YOU WHAT YOU FEEL - THE AFFECTIVE AND COGNITIVE DETERMINANTS OF SELF-JUDGMENTS,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,,,English,Article,,,,,,,MOOD; MEMORY; MISATTRIBUTION; BEHAVIOR; TIME,"Subjects recalled an affect-eliciting event that had occurred to them in either an achievement situation or an interpersonal situation. Recalling a positive or negative achievement experience (for which subjects appeared to take personal responsibility) influenced judgments of their competence in achievement situations, whereas thinking about a positive or negative interpersonal experience (for which subjects appeared to deny responsibility) did not influence judgments of their competence in social situations. On the other hand, both types of affect-eliciting experiences influenced subjects' judgments of their competence in the domain to which these experiences had no direct implications, and also judgments of their general self-esteem. Implications of these results for a more general conceptualization of self-esteem and its stability are discussed","UNIV MICHIGAN,ANN ARBOR,MI 48109; UNIV ILLINOIS,DEPT PSYCHOL,603 E DANIEL ST,CHAMPAIGN,IL 61820",,,"Schwarz, Norbert/B-3591-2008","Schwarz, Norbert/0000-0002-8868-7067",,,,31,32,32,0,3,JOHN WILEY & SONS LTD,W SUSSEX,"BAFFINS LANE CHICHESTER, W SUSSEX, ENGLAND PO19 1UD",0046-2772,,,EUR J SOC PSYCHOL,Eur. J. Soc. Psychol.,JAN-FEB,1994,24,1,,,,,63,77,,10.1002/ejsp.2420240105,,,,15,"Psychology, Social",Psychology,MX139,WOS:A1994MX13900004,,,,,4/26/19
648,J,"OHIRA, H; KURONO, K",,,,"OHIRA, H; KURONO, K",,,FACIAL FEEDBACK EFFECTS ON IMPRESSION-FORMATION,PERCEPTUAL AND MOTOR SKILLS,,,English,Article,,,,,,,EMOTIONAL EXPERIENCE; HYPOTHESIS; BEHAVIOR; AROUSAL,"Two experiments were conducted to examine effects of facial expressions upon social cognitive processes in which the impression of another person is formed. In each experiment, 30 female college students were induced to display or conceal their facial reactions to a hypothetical target person whose behaviors were mildly hostile (Exp. 1) or mildly friendly (Exp. 2), or their facial expressions were not manipulated. Displaying the facial expressions shifted the impression into the congruent directions with hedonic values corresponding to the facial expressions. Concealing the facial expressions, however, did not influence impression formation. Also, the positive-negative asymmetry was observed in the facial feedback effects, that is, the negative facial expression had a stronger effect on social cognition than the positive one.","OBU HOSP,OBU,JAPAN","OHIRA, H (reprint author), TOKAI WOMENS COLL,DEPT PSYCHOL,KAKAMIGAHARA,GIFU 504,JAPAN.",,,,,,,18,4,4,0,2,PERCEPTUAL MOTOR SKILLS,MISSOULA,"PO BOX 9229, MISSOULA, MT 59807",0031-5125,,,PERCEPT MOTOR SKILL,Percept. Mot. Skills,DEC,1993,77,3,2,,,,1251,1258,,10.2466/pms.1993.77.3f.1251,,,,8,"Psychology, Experimental",Psychology,MQ223,WOS:A1993MQ22300036,8170774,,,,4/26/19
649,J,"CACIOPPO, JT; PRIESTER, JR; BERNTSON, GG",,,,"CACIOPPO, JT; PRIESTER, JR; BERNTSON, GG",,,RUDIMENTARY DETERMINANTS OF ATTITUDES .2. ARM FLEXION AND EXTENSION HAVE DIFFERENTIAL-EFFECTS ON ATTITUDES,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,,,English,Article,,,,,,,EXPERIENCE; EMOTION; POSTURE; CONTEXT,"In the pain-flexor reflex, arm extension is temporally coupled with the onset of the unconditioned aversive stimulus, whereas flexion is associated with its offset; when retrieving desirable stimuli, arm flexion is more closely coupled temporally to the acquisition or consumption of the desired stimuli than arm extension. It was posited that these contingencies foster an association between arm flexion, in contrast to extension, and approach motivational orientations. Six experiments were conducted to examine this hypothesis. Ideographs presented during arm flexion were subsequently ranked more positively than ideographs presented during arm extension, but only when the Ss' task was to evaluate the ideographs when they were presented initially. Arm flexion and extension were also each found to have discernible attitudinal effects. These results suggest a possible role for nondeclarative memory in attitude formation.",,"CACIOPPO, JT (reprint author), OHIO STATE UNIV, DEPT PSYCHOL, 1885 NEIL AVE, COLUMBUS, OH 43210 USA.",,,,,,,47,471,481,1,1,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA",0022-3514,1939-1315,,J PERS SOC PSYCHOL,J. Pers. Soc. Psychol.,JUL,1993,65,1,,,,,5,17,,,,,,13,"Psychology, Social",Psychology,LM064,WOS:A1993LM06400001,8355142,,,,4/26/19
